839 816
0.001522 -0.000725 0.001110 
0.001513 -0.000730 0.001109 
0.001504 -0.000734 0.001108 
0.001496 -0.000738 0.001105 
0.001487 -0.000742 0.001102 
0.001479 -0.000746 0.001098 
0.001472 -0.000749 0.001093 
0.001464 -0.000752 0.001087 
0.001458 -0.000755 0.001080 
0.001452 -0.000758 0.001073 
0.001446 -0.000760 0.001065 
0.001441 -0.000762 0.001057 
0.001437 -0.000764 0.001048 
0.001434 -0.000765 0.001039 
0.001432 -0.000766 0.001029 
0.001431 -0.000766 0.001019 
0.001430 -0.000766 0.001010 
0.001478 -0.000849 0.001010 
0.001525 -0.000931 0.001010 
0.001573 -0.001014 0.001010 
0.001621 -0.001096 0.001010 
0.001668 -0.001179 0.001010 
0.001716 -0.001261 0.001010 
0.001763 -0.001343 0.001010 
0.001811 -0.001426 0.001010 
0.001811 -0.001426 0.001019 
0.001813 -0.001425 0.001029 
0.001815 -0.001424 0.001039 
0.001818 -0.001422 0.001048 
0.001821 -0.001420 0.001057 
0.001826 -0.001417 0.001065 
0.001831 -0.001414 0.001073 
0.001836 -0.001411 0.001080 
0.001843 -0.001408 0.001087 
0.001849 -0.001404 0.001093 
0.001857 -0.001399 0.001098 
0.001864 -0.001395 0.001102 
0.001872 -0.001390 0.001105 
0.001881 -0.001386 0.001108 
0.001889 -0.001381 0.001109 
0.001898 -0.001376 0.001110 
0.001804 -0.001213 0.001110 
0.001710 -0.001050 0.001110 
0.001616 -0.000888 0.001110 
0.001779 -0.001228 0.001105 
0.001598 -0.000896 0.001108 
0.001521 -0.000865 0.001080 
0.001629 -0.001022 0.001093 
0.001690 -0.001132 0.001091 
0.001718 -0.001213 0.001077 
0.001488 -0.000857 0.001042 
0.001538 -0.000904 0.001075 
0.001574 -0.000956 0.001080 
0.001639 -0.001088 0.001070 
0.001728 -0.001239 0.001072 
0.001601 -0.001029 0.001065 
0.001657 -0.001055 0.001097 
0.001541 -0.000933 0.001058 
0.001568 -0.000920 0.001091 
0.001670 -0.001151 0.001063 
0.001487 -0.000827 0.001069 
0.001551 -0.000889 0.001091 
0.001514 -0.000876 0.001067 
0.001599 -0.000959 0.001096 
0.001677 -0.001092 0.001097 
0.001623 -0.001072 0.001061 
0.001468 -0.000817 0.001047 
0.001779 -0.001294 0.001089 
0.001522 -0.000906 0.001052 
0.001716 -0.001240 0.001055 
0.001609 -0.001004 0.001086 
0.001635 -0.001051 0.001086 
0.001497 -0.000812 0.001086 
0.001697 -0.001210 0.001052 
0.001640 -0.001113 0.001049 
0.001553 -0.000966 0.001045 
0.001740 -0.001227 0.001088 
0.001612 -0.001067 0.001046 
0.001656 -0.001079 0.001089 
0.001531 -0.000925 0.001049 
0.001552 -0.000904 0.001087 
0.001668 -0.001105 0.001087 
0.001624 -0.001087 0.001048 
0.001638 -0.001073 0.001078 
0.001481 -0.000834 0.001053 
0.001612 -0.000995 0.001092 
0.001594 -0.001044 0.001034 
0.001566 -0.000897 0.001097 
0.001658 -0.001124 0.001067 
0.001732 -0.001268 0.001054 
0.001618 -0.001084 0.001035 
0.001552 -0.000920 0.001080 
0.001543 -0.000914 0.001074 
0.001577 -0.000976 0.001072 
0.001663 -0.001075 0.001094 
0.001627 -0.001100 0.001036 
0.001765 -0.001250 0.001095 
0.001524 -0.000922 0.001038 
0.001640 -0.001043 0.001092 
0.001511 -0.000802 0.001097 
