418 371
0.000341 0.001121 0.000610 
0.000272 0.001241 0.000610 
0.000202 0.001360 0.000610 
0.000133 0.001480 0.000610 
0.000064 0.001600 0.000610 
0.000026 0.001572 0.000610 
-0.000011 0.001544 0.000610 
-0.000089 0.001487 0.000610 
-0.000171 0.001435 0.000610 
-0.000256 0.001388 0.000610 
-0.000344 0.001347 0.000610 
-0.000435 0.001312 0.000610 
-0.000527 0.001283 0.000610 
-0.000621 0.001259 0.000610 
-0.000717 0.001242 0.000610 
-0.000813 0.001231 0.000610 
-0.000910 0.001227 0.000610 
-0.001007 0.001228 0.000610 
-0.001104 0.001236 0.000610 
-0.001200 0.001250 0.000610 
-0.001295 0.001270 0.000610 
-0.001388 0.001297 0.000610 
-0.001480 0.001329 0.000610 
-0.001624 0.001376 0.000610 
-0.001773 0.001404 0.000610 
-0.001924 0.001415 0.000610 
-0.002076 0.001407 0.000610 
-0.002225 0.001380 0.000610 
-0.002370 0.001336 0.000610 
-0.002509 0.001275 0.000610 
-0.002639 0.001197 0.000610 
-0.002759 0.001104 0.000610 
-0.002867 0.000997 0.000610 
-0.002961 0.000878 0.000610 
-0.003040 0.000748 0.000610 
-0.003102 0.000610 0.000610 
-0.003147 0.000465 0.000610 
-0.003175 0.000316 0.000610 
-0.003184 0.000165 0.000610 
-0.003175 0.000013 0.000610 
-0.003147 -0.000136 0.000610 
-0.003102 -0.000281 0.000610 
-0.003040 -0.000419 0.000610 
-0.002961 -0.000548 0.000610 
-0.002867 -0.000668 0.000610 
-0.002759 -0.000774 0.000610 
-0.002639 -0.000867 0.000610 
-0.002509 -0.000945 0.000610 
-0.002370 -0.001007 0.000610 
-0.002225 -0.001051 0.000610 
-0.002076 -0.001077 0.000610 
-0.001924 -0.001085 0.000610 
-0.001773 -0.001075 0.000610 
-0.001624 -0.001046 0.000610 
-0.001480 -0.001000 0.000610 
-0.001388 -0.000967 0.000610 
-0.001295 -0.000941 0.000610 
-0.001200 -0.000921 0.000610 
-0.001104 -0.000907 0.000610 
-0.001007 -0.000899 0.000610 
-0.000910 -0.000897 0.000610 
-0.000813 -0.000902 0.000610 
-0.000717 -0.000913 0.000610 
-0.000621 -0.000930 0.000610 
-0.000527 -0.000953 0.000610 
-0.000435 -0.000983 0.000610 
-0.000344 -0.001018 0.000610 
-0.000256 -0.001059 0.000610 
-0.000171 -0.001105 0.000610 
-0.000089 -0.001157 0.000610 
-0.000011 -0.001215 0.000610 
0.000026 -0.001243 0.000610 
0.000064 -0.001270 0.000610 
0.000133 -0.001150 0.000610 
0.000202 -0.001031 0.000610 
0.000272 -0.000911 0.000610 
0.000341 -0.000791 0.000610 
0.000236 -0.000702 0.000610 
0.000141 -0.000600 0.000610 
0.000060 -0.000489 0.000610 
-0.000009 -0.000369 0.000610 
-0.000063 -0.000242 0.000610 
-0.000102 -0.000109 0.000610 
-0.000126 0.000027 0.000610 
-0.000134 0.000165 0.000610 
-0.000126 0.000303 0.000610 
-0.000102 0.000439 0.000610 
-0.000063 0.000571 0.000610 
-0.000009 0.000699 0.000610 
0.000060 0.000819 0.000610 
0.000141 0.000930 0.000610 
0.000236 0.001031 0.000610 
-0.002007 0.000459 0.000610 
-0.000954 0.000139 0.000610 
-0.001570 0.000717 0.000610 
-0.002476 0.000022 0.000610 
-0.002318 0.000556 0.000610 
-0.001036 0.000593 0.000610 
-0.001189 -0.000206 0.000610 
-0.002268 -0.000231 0.000610 
-0.000710 -0.000520 0.000610 
-0.000947 -0.000507 0.000610 
-0.000775 0.000945 0.000610 
-0.002661 0.000243 0.000610 
-0.002501 0.000275 0.000610 
-0.002989 -0.000190 0.000610 
-0.002935 0.000481 0.000610 
-0.001517 0.000502 0.000610 
-0.000313 0.000467 0.000610 
-0.000422 0.000297 0.000610 
-0.000374 0.001005 0.000610 
-0.002651 -0.000381 0.000610 
-0.001315 -0.000110 0.000610 
-0.001668 0.001205 0.000610 
-0.002233 -0.000609 0.000610 
-0.001782 0.000000 0.000610 
-0.000557 -0.000825 0.000610 
-0.002129 0.000207 0.000610 
-0.002985 0.000016 0.000610 
-0.000723 0.000475 0.000610 
-0.002579 0.000742 0.000610 
-0.001158 0.000418 0.000610 
-0.000732 -0.000224 0.000610 
-0.001654 0.000261 0.000610 
-0.000273 -0.000200 0.000610 
-0.001928 -0.000420 0.000610 
-0.001130 -0.000659 0.000610 
-0.002849 0.000230 0.000610 
-0.000085 0.001304 0.000610 
-0.001413 0.000920 0.000610 
-0.002088 -0.001015 0.000610 
-0.001072 -0.000034 0.000610 
-0.000825 0.000474 0.000610 
-0.001922 -0.000669 0.000610 
-0.002531 0.000511 0.000610 
-0.000687 0.000802 0.000610 
-0.003070 0.000122 0.000610 
-0.002163 -0.000092 0.000610 
-0.001419 0.000319 0.000610 
-0.000741 0.000113 0.000610 
-0.001291 0.000204 0.000610 
-0.001574 -0.000234 0.000610 
-0.000970 -0.000777 0.000610 
-0.000281 0.001019 0.000610 
-0.001449 -0.000042 0.000610 
0.000122 -0.000941 0.000610 
-0.001247 0.000733 0.000610 
-0.001401 0.000516 0.000610 
-0.000005 0.001363 0.000610 
-0.000381 0.000826 0.000610 
-0.000468 0.000987 0.000610 
-0.001721 0.000483 0.000610 
-0.000360 0.001183 0.000610 
-0.000586 0.000813 0.000610 
-0.002723 -0.000275 0.000610 
-0.001157 0.001071 0.000610 
-0.001280 0.000386 0.000610 
-0.000939 0.000305 0.000610 
-0.001514 0.000936 0.000610 
-0.000912 -0.000648 0.000610 
-0.001021 -0.000650 0.000610 
-0.000018 -0.001006 0.000610 
-0.000480 0.000822 0.000610 
-0.001838 0.000472 0.000610 
-0.000324 0.000296 0.000610 
-0.002027 0.000978 0.000610 
-0.000474 -0.000711 0.000610 
-0.000360 -0.000872 0.000610 
-0.000864 0.000123 0.000610 
-0.000528 0.000293 0.000610 
-0.000414 0.000109 0.000610 
-0.001062 -0.000513 0.000610 
-0.002488 0.000879 0.000610 
0.000006 -0.000650 0.000610 
0.000124 0.001288 0.000610 
0.000093 -0.000727 0.000610 
-0.001787 -0.000326 0.000610 
-0.001930 -0.000540 0.000610 
-0.002541 -0.000252 0.000610 
-0.001379 -0.000827 0.000610 
-0.002925 -0.000305 0.000610 
-0.002914 0.000115 0.000610 
-0.002975 0.000351 0.000610 
-0.002410 -0.000016 0.000610 
-0.002338 -0.000374 0.000610 
-0.002366 -0.000213 0.000610 
-0.002718 -0.000095 0.000610 
-0.001586 -0.000885 0.000610 
-0.002452 -0.000320 0.000610 
-0.000691 -0.000671 0.000610 
-0.001174 -0.000051 0.000610 
-0.001811 0.001194 0.000610 
-0.002790 0.000347 0.000610 
-0.002723 0.000096 0.000610 
-0.001896 -0.000024 0.000610 
